========================================
Experiment: P Controller + Spring Mass Damper
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 20.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0

Plant
-----
Mass : 1.0 kg
Spring Constant : 2.0
Damping Coefficient : 1.0

Observed Results
----------------
- Position converges to the target.
- The position settled at aproxximately 5.0 m instead of the 10.0 m target
- Maximum observed position: 5.00 aproxx.
- A steady-state error of approximately 5.0 m remained.
- P control is not effective for removing steady-state error for spring mass damper

Explanation
-----------
At equilibrium, the velocity and acceleration become zero. The controller output (Kp × error) balances the spring restoring force (k × x). Since this balance occurs before the target position is reached, the error remains non-zero, resulting in a steady-state error.

Logs
----
time,position,velocity,controller_output
5.7, 5.05118, -0.589127, 9.89765
5.71, 5.04532, -0.585283, 9.90935
5.72, 5.03951, -0.581243, 9.92098
5.73, 5.03374, -0.577011, 9.93252
5.74, 5.02802, -0.572591, 9.94397
5.75, 5.02234, -0.567986, 9.95533
5.76, 5.0167, -0.563199, 9.96659
5.77, 5.01112, -0.558235, 9.97776
5.78, 5.00559, -0.553098, 9.98882
5.79, 5.00011, -0.54779, 9.99977
5.8, 4.99469, -0.542317, 10.0106
5.81, 4.98932, -0.536681, 10.0214
5.82, 4.98401, -0.530888, 10.032
5.83, 4.97876, -0.524939, 10.0425
5.84, 4.97358, -0.51884, 10.0528
5.85, 4.96845, -0.512595, 10.0631
5.86, 4.96339, -0.506207, 10.0732
5.87, 4.95839, -0.499681, 10.0832
5.88, 4.95346, -0.493019, 10.0931
5.89, 4.9486, -0.486228, 10.1028
5.9, 4.94381, -0.479309, 10.1124
5.91, 4.93908, -0.472268, 10.1218
5.92, 4.93443, -0.465109, 10.1311
5.93, 4.92985, -0.457835, 10.1403
5.94, 4.92535, -0.450451, 10.1493
5.95, 4.92092, -0.44296, 10.1582
5.96, 4.91657, -0.435368, 10.1669
5.97, 4.91229, -0.427677, 10.1754
5.98, 4.90809, -0.419891, 10.1838
5.99, 4.90397, -0.412016, 10.1921
6, 4.89993, -0.404055, 10.2001
6.01, 4.89597, -0.396011, 10.2081
6.02, 4.89209, -0.38789, 10.2158
6.03, 4.88829, -0.379695, 10.2234
6.04, 4.88458, -0.371429, 10.2308
6.05, 4.88095, -0.363098, 10.2381
6.06, 4.8774, -0.354705, 10.2452
6.07, 4.87394, -0.346254, 10.2521
6.08, 4.87056, -0.337749, 10.2589
6.09, 4.86727, -0.329194, 10.2655
6.1, 4.86406, -0.320593, 10.2719
6.11, 4.86094, -0.311949, 10.2781
6.12, 4.85791, -0.303268, 10.2842
6.13, 4.85497, -0.294551, 10.2901
6.14, 4.85211, -0.285805, 10.2958
6.15, 4.84934, -0.277031, 10.3013
6.16, 4.84665, -0.268234, 10.3067
6.17, 4.84406, -0.259418, 10.3119
6.18, 4.84155, -0.250586, 10.3169
6.19, 4.83914, -0.241742, 10.3217
6.2, 4.83681, -0.23289, 10.3264
6.21, 4.83457, -0.224034, 10.3309
6.22, 4.83242, -0.215176, 10.3352
6.23, 4.83035, -0.206321, 10.3393
6.24, 4.82838, -0.197472, 10.3432
6.25, 4.82649, -0.188632, 10.347
6.26, 4.82469, -0.179806, 10.3506
6.27, 4.82298, -0.170996, 10.354
6.28, 4.82136, -0.162205, 10.3573
6.29, 4.81983, -0.153437, 10.3603
6.3, 4.81838, -0.144696, 10.3632
6.31, 4.81702, -0.135984, 10.366
6.32, 4.81575, -0.127305, 10.3685
6.33, 4.81456, -0.118662, 10.3709
6.34, 4.81346, -0.110058, 10.3731
6.35, 4.81245, -0.101496, 10.3751
6.36, 4.81152, -0.0929787, 10.377
6.37, 4.81067, -0.0845095, 10.3787
6.38, 4.80991, -0.0760912, 10.3802
6.39, 4.80923, -0.0677267, 10.3815
6.4, 4.80864, -0.0594187, 10.3827
6.41, 4.80813, -0.0511701, 10.3837
6.42, 4.8077, -0.0429834, 10.3846
6.43, 4.80735, -0.0348615, 10.3853
6.44, 4.80708, -0.0268068, 10.3858
6.45, 4.80689, -0.0188219, 10.3862
6.46, 4.80678, -0.0109093, 10.3864
6.47, 4.80675, -0.00307156, 10.3865
6.48, 4.8068, 0.00468908, 10.3864
6.49, 4.80692, 0.0123702, 10.3862
6.5, 4.80712, 0.0199696, 10.3858
6.51, 4.8074, 0.027485, 10.3852
6.52, 4.80775, 0.0349143, 10.3845
6.53, 4.80817, 0.0422553, 10.3837
6.54, 4.80866, 0.049506, 10.3827
6.55, 4.80923, 0.0566644, 10.3815
6.56, 4.80987, 0.0637285, 10.3803
6.57, 4.81057, 0.0706965, 10.3789
6.58, 4.81135, 0.0775666, 10.3773
6.59, 4.81219, 0.0843369, 10.3756
6.6, 4.8131, 0.0910058, 10.3738
6.61, 4.81408, 0.0975716, 10.3718
6.62, 4.81512, 0.104033, 10.3698
6.63, 4.81622, 0.110388, 10.3676
6.64, 4.81739, 0.116635, 10.3652
6.65, 4.81862, 0.122773, 10.3628
6.66, 4.81991, 0.1288, 10.3602
6.67, 4.82125, 0.134716, 10.3575
6.68, 4.82266, 0.140519, 10.3547
6.69, 4.82412, 0.146207, 10.3518
6.7, 4.82564, 0.15178, 10.3487
6.71, 4.82721, 0.157237, 10.3456
6.72, 4.82884, 0.162576, 10.3423
6.73, 4.83051, 0.167797, 10.339
6.74, 4.83224, 0.172899, 10.3355
6.75, 4.83402, 0.17788, 10.332
6.76, 4.83585, 0.18274, 10.3283
6.77, 4.83772, 0.187479, 10.3246
6.78, 4.83965, 0.192095, 10.3207
6.79, 4.84161, 0.196588, 10.3168
6.8, 4.84362, 0.200958, 10.3128
6.81, 4.84567, 0.205204, 10.3087
6.82, 4.84777, 0.209325, 10.3045
6.83, 4.8499, 0.213321, 10.3002
6.84, 4.85207, 0.217192, 10.2959
6.85, 4.85428, 0.220937, 10.2914
6.86, 4.85653, 0.224556, 10.2869
6.87, 4.85881, 0.22805, 10.2824
6.88, 4.86112, 0.231417, 10.2778
6.89, 4.86347, 0.234658, 10.2731
6.9, 4.86584, 0.237773, 10.2683
6.91, 4.86825, 0.240761, 10.2635
6.92, 4.87069, 0.243623, 10.2586
6.93, 4.87315, 0.24636, 10.2537
6.94, 4.87564, 0.24897, 10.2487
6.95, 4.87816, 0.251455, 10.2437
6.96, 4.88069, 0.253814, 10.2386
6.97, 4.88326, 0.256048, 10.2335
6.98, 4.88584, 0.258157, 10.2283
6.99, 4.88844, 0.260142, 10.2231
7, 4.89106, 0.262003, 10.2179
7.01, 4.8937, 0.263741, 10.2126
7.02, 4.89635, 0.265356, 10.2073
7.03, 4.89902, 0.266848, 10.202
7.04, 4.9017, 0.268219, 10.1966
7.05, 4.90439, 0.269469, 10.1912
7.06, 4.9071, 0.270598, 10.1858
7.07, 4.90982, 0.271608, 10.1804
7.08, 4.91254, 0.272499, 10.1749
7.09, 4.91527, 0.273273, 10.1695
7.1, 4.91801, 0.273929, 10.164
7.11, 4.92076, 0.274469, 10.1585
7.12, 4.92351, 0.274894, 10.153
7.13, 4.92626, 0.275205, 10.1475
7.14, 4.92901, 0.275403, 10.142
7.15, 4.93177, 0.275488, 10.1365
7.16, 4.93452, 0.275462, 10.131
7.17, 4.93728, 0.275327, 10.1254
7.18, 4.94003, 0.275083, 10.1199
7.19, 4.94277, 0.274731, 10.1145
7.2, 4.94552, 0.274272, 10.109
7.21, 4.94825, 0.273709, 10.1035
7.22, 4.95098, 0.273042, 10.098
7.23, 4.95371, 0.272272, 10.0926
7.24, 4.95642, 0.271401, 10.0872
7.25, 4.95913, 0.27043, 10.0817
7.26, 4.96182, 0.269361, 10.0764
7.27, 4.9645, 0.268194, 10.071
7.28, 4.96717, 0.266932, 10.0657
7.29, 4.96983, 0.265576, 10.0603
7.3, 4.97247, 0.264128, 10.0551
7.31, 4.97509, 0.262588, 10.0498
7.32, 4.9777, 0.260958, 10.0446
7.33, 4.9803, 0.25924, 10.0394
7.34, 4.98287, 0.257436, 10.0343
7.35, 4.98543, 0.255547, 10.0291
7.36, 4.98796, 0.253574, 10.0241
7.37, 4.99048, 0.25152, 10.019
7.38, 4.99297, 0.249386, 10.0141
7.39, 4.99544, 0.247173, 10.0091
7.4, 4.99789, 0.244884, 10.0042
7.41, 5.00032, 0.242519, 9.99937
7.42, 5.00272, 0.240082, 9.99457
7.43, 5.00509, 0.237572, 9.98982
7.44, 5.00744, 0.234993, 9.98512
7.45, 5.00977, 0.232345, 9.98047
7.46, 5.01206, 0.229631, 9.97588
7.47, 5.01433, 0.226852, 9.97134
7.48, 5.01657, 0.224011, 9.96686
7.49, 5.01878, 0.221108, 9.96244
7.5, 5.02096, 0.218145, 9.95807
7.51, 5.02311, 0.215125, 9.95377
7.52, 5.02523, 0.21205, 9.94953
7.53, 5.02732, 0.20892, 9.94535
7.54, 5.02938, 0.205737, 9.94124
7.55, 5.03141, 0.202505, 9.93719
7.56, 5.0334, 0.199224, 9.9332
7.57, 5.03536, 0.195895, 9.92928
7.58, 5.03728, 0.192522, 9.92543
7.59, 5.03917, 0.189106, 9.92165
7.6, 5.04103, 0.185648, 9.91794
7.61, 5.04285, 0.18215, 9.9143
7.62, 5.04464, 0.178614, 9.91072
7.63, 5.04639, 0.175043, 9.90722
7.64, 5.0481, 0.171437, 9.90379
7.65, 5.04978, 0.167798, 9.90044
7.66, 5.05142, 0.164129, 9.89716
7.67, 5.05303, 0.160431, 9.89395
7.68, 5.05459, 0.156705, 9.89081
7.69, 5.05612, 0.152955, 9.88775
7.7, 5.05761, 0.14918, 9.88477
7.71, 5.05907, 0.145384, 9.88186
7.72, 5.06048, 0.141567, 9.87903
7.73, 5.06186, 0.137732, 9.87628
7.74, 5.0632, 0.13388, 9.8736
7.75, 5.0645, 0.130014, 9.871
7.76, 5.06576, 0.126133, 9.86848
7.77, 5.06698, 0.122242, 9.86603
7.78, 5.06817, 0.11834, 9.86366
7.79, 5.06931, 0.11443, 9.86138
7.8, 5.07042, 0.110513, 9.85917
7.81, 5.07148, 0.106591, 9.85703
7.82, 5.07251, 0.102666, 9.85498
7.83, 5.0735, 0.0987389, 9.85301
7.84, 5.07445, 0.0948116, 9.85111
7.85, 5.07535, 0.0908857, 9.84929
7.86, 5.07622, 0.0869626, 9.84755
7.87, 5.07705, 0.0830441, 9.84589
7.88, 5.07785, 0.0791315, 9.84431
7.89, 5.0786, 0.0752263, 9.8428
7.9, 5.07931, 0.0713302, 9.84138
7.91, 5.07999, 0.0674444, 9.84003
7.92, 5.08062, 0.0635706, 9.83876
7.93, 5.08122, 0.05971, 9.83756
7.94, 5.08178, 0.0558642, 9.83645
7.95, 5.0823, 0.0520345, 9.83541
7.96, 5.08278, 0.0482222, 9.83444
7.97, 5.08322, 0.0444288, 9.83355
7.98, 5.08363, 0.0406556, 9.83274
7.99, 5.084, 0.0369038, 9.832
8, 5.08433, 0.0331748, 9.83134
8.01, 5.08463, 0.0294698, 9.83075
8.02, 5.08488, 0.0257901, 9.83023
8.03, 5.08511, 0.0221369, 9.82979
8.04, 5.08529, 0.0185113, 9.82942
8.05, 5.08544, 0.0149146, 9.82912
8.06, 5.08555, 0.0113479, 9.82889
8.07, 5.08563, 0.00781226, 9.82874
8.08, 5.08567, 0.00430891, 9.82865
8.09, 5.08568, 0.000838859, 9.82864
8.1, 5.08566, -0.00259682, 9.82869
8.11, 5.0856, -0.00599711, 9.82881
8.12, 5.0855, -0.009361, 9.82899
8.13, 5.08538, -0.0126875, 9.82925
8.14, 5.08522, -0.0159757, 9.82957
8.15, 5.08502, -0.0192246, 9.82995
8.16, 5.0848, -0.0224333, 9.8304
8.17, 5.08454, -0.0256009, 9.83091
8.18, 5.08426, -0.0287267, 9.83149
8.19, 5.08394, -0.0318096, 9.83212
8.2, 5.08359, -0.0348491, 9.83282
8.21, 5.08321, -0.0378442, 9.83358
8.22, 5.0828, -0.0407942, 9.83439
8.23, 5.08237, -0.0436984, 9.83527
8.24, 5.0819, -0.046556, 9.8362
8.25, 5.08141, -0.0493665, 9.83719
8.26, 5.08089, -0.0521291, 9.83823
8.27, 5.08034, -0.0548433, 9.83933
8.28, 5.07976, -0.0575083, 9.84048
8.29, 5.07916, -0.0601238, 9.84168
8.3, 5.07853, -0.062689, 9.84293
8.31, 5.07788, -0.0652034, 9.84424
8.32, 5.07721, -0.0676667, 9.84559
8.33, 5.0765, -0.0700782, 9.84699
8.34, 5.07578, -0.0724377, 9.84844
8.35, 5.07503, -0.0747445, 9.84993
8.36, 5.07426, -0.0769984, 9.85147
8.37, 5.07347, -0.0791989, 9.85306
8.38, 5.07266, -0.0813457, 9.85469
8.39, 5.07182, -0.0834386, 9.85635
8.4, 5.07097, -0.0854771, 9.85806
8.41, 5.07009, -0.0874611, 9.85981
8.42, 5.0692, -0.0893902, 9.8616
8.43, 5.06829, -0.0912643, 9.86343
8.44, 5.06736, -0.0930832, 9.86529
8.45, 5.06641, -0.0948466, 9.86718
8.46, 5.06544, -0.0965544, 9.86912
8.47, 5.06446, -0.0982066, 9.87108
8.48, 5.06346, -0.0998029, 9.87308
8.49, 5.06245, -0.101343, 9.8751
8.5, 5.06142, -0.102828, 9.87716
8.51, 5.06038, -0.104256, 9.87924
8.52, 5.05932, -0.105629, 9.88136
8.53, 5.05825, -0.106946, 9.8835
8.54, 5.05717, -0.108206, 9.88566
8.55, 5.05608, -0.109411, 9.88785
8.56, 5.05497, -0.11056, 9.89006
8.57, 5.05385, -0.111653, 9.89229
8.58, 5.05273, -0.112691, 9.89455
8.59, 5.05159, -0.113673, 9.89682
8.6, 5.05044, -0.1146, 9.89911
8.61, 5.04929, -0.115472, 9.90142
8.62, 5.04813, -0.116288, 9.90375
8.63, 5.04696, -0.117051, 9.90609
8.64, 5.04578, -0.117758, 9.90844
8.65, 5.04459, -0.118412, 9.91081
8.66, 5.0434, -0.119012, 9.91319
8.67, 5.04221, -0.119558, 9.91558
8.68, 5.04101, -0.12005, 9.91798
8.69, 5.0398, -0.12049, 9.92039
8.7, 5.03859, -0.120877, 9.92281
8.71, 5.03738, -0.121212, 9.92524
8.72, 5.03617, -0.121496, 9.92766
8.73, 5.03495, -0.121727, 9.9301
8.74, 5.03373, -0.121908, 9.93254
8.75, 5.03251, -0.122038, 9.93498
8.76, 5.03129, -0.122118, 9.93742
8.77, 5.03007, -0.122149, 9.93986
8.78, 5.02885, -0.12213, 9.94231
8.79, 5.02763, -0.122063, 9.94475
8.8, 5.02641, -0.121947, 9.94719
8.81, 5.02519, -0.121784, 9.94962
8.82, 5.02397, -0.121573, 9.95205
8.83, 5.02276, -0.121317, 9.95448
8.84, 5.02155, -0.121014, 9.9569
8.85, 5.02034, -0.120666, 9.95931
8.86, 5.01914, -0.120273, 9.96172
8.87, 5.01794, -0.119836, 9.96412
8.88, 5.01675, -0.119355, 9.9665
8.89, 5.01556, -0.118831, 9.96888
8.9, 5.01438, -0.118266, 9.97124
8.91, 5.0132, -0.117658, 9.9736
8.92, 5.01203, -0.117009, 9.97594
8.93, 5.01087, -0.116321, 9.97826
8.94, 5.00971, -0.115592, 9.98058
8.95, 5.00856, -0.114825, 9.98287
8.96, 5.00742, -0.114019, 9.98515
8.97, 5.00629, -0.113176, 9.98742
8.98, 5.00517, -0.112296, 9.98966
8.99, 5.00405, -0.111379, 9.99189
9, 5.00295, -0.110428, 9.9941
9.01, 5.00186, -0.109442, 9.99629
9.02, 5.00077, -0.108421, 9.99846
9.03, 4.9997, -0.107368, 10.0006
9.04, 4.99864, -0.106282, 10.0027
9.05, 4.99758, -0.105165, 10.0048
9.06, 4.99654, -0.104017, 10.0069
9.07, 4.99552, -0.102838, 10.009
9.08, 4.9945, -0.10163, 10.011
9.09, 4.99349, -0.100394, 10.013
9.1, 4.9925, -0.0991299, 10.015
9.11, 4.99153, -0.0978387, 10.0169
9.12, 4.99056, -0.0965213, 10.0189
9.13, 4.98961, -0.0951785, 10.0208
9.14, 4.98867, -0.0938111, 10.0227
9.15, 4.98775, -0.0924198, 10.0245
9.16, 4.98684, -0.0910054, 10.0263
9.17, 4.98594, -0.0895688, 10.0281
9.18, 4.98506, -0.0881107, 10.0299
9.19, 4.98419, -0.086632, 10.0316
9.2, 4.98334, -0.0851334, 10.0333
9.21, 4.98251, -0.0836157, 10.035
9.22, 4.98168, -0.0820797, 10.0366
9.23, 4.98088, -0.0805263, 10.0382
9.24, 4.98009, -0.0789562, 10.0398
9.25, 4.97932, -0.0773703, 10.0414
9.26, 4.97856, -0.0757692, 10.0429
9.27, 4.97782, -0.0741538, 10.0444
9.28, 4.97709, -0.072525, 10.0458
9.29, 4.97638, -0.0708834, 10.0472
9.3, 4.97569, -0.0692299, 10.0486
9.31, 4.97501, -0.0675652, 10.05
9.32, 4.97436, -0.0658901, 10.0513
9.33, 4.97371, -0.0642054, 10.0526
9.34, 4.97309, -0.0625119, 10.0538
9.35, 4.97248, -0.0608104, 10.055
9.36, 4.97189, -0.0591015, 10.0562
9.37, 4.97132, -0.0573861, 10.0574
9.38, 4.97076, -0.0556648, 10.0585
9.39, 4.97022, -0.0539385, 10.0596
9.4, 4.9697, -0.0522079, 10.0606
9.41, 4.96919, -0.0504738, 10.0616
9.42, 4.96871, -0.0487367, 10.0626
9.43, 4.96824, -0.0469976, 10.0635
9.44, 4.96778, -0.045257, 10.0644
9.45, 4.96735, -0.0435158, 10.0653
9.46, 4.96693, -0.0417745, 10.0661
9.47, 4.96653, -0.040034, 10.0669
9.48, 4.96615, -0.0382948, 10.0677
9.49, 4.96578, -0.0365578, 10.0684
9.5, 4.96543, -0.0348234, 10.0691
9.51, 4.9651, -0.0330925, 10.0698
9.52, 4.96479, -0.0313657, 10.0704
9.53, 4.96449, -0.0296435, 10.071
9.54, 4.96421, -0.0279268, 10.0716
9.55, 4.96395, -0.026216, 10.0721
9.56, 4.96371, -0.0245119, 10.0726
9.57, 4.96348, -0.022815, 10.073
9.58, 4.96327, -0.0211259, 10.0735
9.59, 4.96307, -0.0194453, 10.0739
9.6, 4.96289, -0.0177737, 10.0742
9.61, 4.96273, -0.0161117, 10.0745
9.62, 4.96259, -0.0144599, 10.0748
9.63, 4.96246, -0.0128188, 10.0751
9.64, 4.96235, -0.011189, 10.0753
9.65, 4.96225, -0.00957105, 10.0755
9.66, 4.96217, -0.00796543, 10.0757
9.67, 4.96211, -0.00637268, 10.0758
9.68, 4.96206, -0.0047933, 10.0759
9.69, 4.96203, -0.00322781, 10.0759
9.7, 4.96201, -0.00167668, 10.076
9.71, 4.96201, -0.000140385, 10.076
9.72, 4.96202, 0.0013806, 10.076
9.73, 4.96205, 0.00288582, 10.0759
9.74, 4.9621, 0.00437484, 10.0758
9.75, 4.96216, 0.00584721, 10.0757
9.76, 4.96223, 0.00730253, 10.0755
9.77, 4.96232, 0.00874037, 10.0754
9.78, 4.96242, 0.0101603, 10.0752
9.79, 4.96253, 0.011562, 10.0749
9.8, 4.96266, 0.0129451, 10.0747
9.81, 4.96281, 0.0143091, 10.0744
9.82, 4.96296, 0.0156538, 10.0741
9.83, 4.96313, 0.0169788, 10.0737
9.84, 4.96331, 0.0182837, 10.0734
9.85, 4.96351, 0.0195683, 10.073
9.86, 4.96372, 0.0208322, 10.0726
9.87, 4.96394, 0.0220751, 10.0721
9.88, 4.96417, 0.0232968, 10.0717
9.89, 4.96442, 0.0244969, 10.0712
9.9, 4.96467, 0.0256753, 10.0707
9.91, 4.96494, 0.0268316, 10.0701
9.92, 4.96522, 0.0279655, 10.0696
9.93, 4.96551, 0.029077, 10.069
9.94, 4.96581, 0.0301657, 10.0684
9.95, 4.96613, 0.0312315, 10.0677
9.96, 4.96645, 0.0322741, 10.0671
9.97, 4.96678, 0.0332934, 10.0664
9.98, 4.96713, 0.0342891, 10.0657
9.99, 4.96748, 0.0352612, 10.065
10, 4.96784, 0.0362095, 10.0643
10.01, 4.96821, 0.0371338, 10.0636
10.02, 4.96859, 0.038034, 10.0628
10.03, 4.96898, 0.03891, 10.062
10.04, 4.96938, 0.0397616, 10.0612
10.05, 4.96978, 0.0405889, 10.0604
10.06, 4.9702, 0.0413916, 10.0596
10.07, 4.97062, 0.0421698, 10.0588
10.08, 4.97105, 0.0429233, 10.0579
10.09, 4.97149, 0.0436521, 10.057
10.1, 4.97193, 0.0443561, 10.0561
10.11, 4.97238, 0.0450354, 10.0552
10.12, 4.97284, 0.0456898, 10.0543
10.13, 4.9733, 0.0463195, 10.0534
10.14, 4.97377, 0.0469243, 10.0525
10.15, 4.97424, 0.0475043, 10.0515
10.16, 4.97472, 0.0480595, 10.0506
10.17, 4.97521, 0.0485899, 10.0496
10.18, 4.9757, 0.0490956, 10.0486
10.19, 4.9762, 0.0495765, 10.0476
10.2, 4.9767, 0.0500329, 10.0466
10.21, 4.9772, 0.0504646, 10.0456
10.22, 4.97771, 0.0508719, 10.0446
10.23, 4.97822, 0.0512547, 10.0436
10.24, 4.97874, 0.0516133, 10.0425
10.25, 4.97926, 0.0519475, 10.0415
10.26, 4.97978, 0.0522577, 10.0404
10.27, 4.98031, 0.0525438, 10.0394
10.28, 4.98084, 0.0528061, 10.0383
10.29, 4.98137, 0.0530446, 10.0373
10.3, 4.9819, 0.0532596, 10.0362
10.31, 4.98243, 0.053451, 10.0351
10.32, 4.98297, 0.0536192, 10.0341
10.33, 4.98351, 0.0537643, 10.033
10.34, 4.98405, 0.0538864, 10.0319
10.35, 4.98459, 0.0539857, 10.0308
10.36, 4.98513, 0.0540624, 10.0297
10.37, 4.98567, 0.0541167, 10.0287
10.38, 4.98621, 0.0541489, 10.0276
10.39, 4.98675, 0.0541591, 10.0265
10.4, 4.98729, 0.0541475, 10.0254
10.41, 4.98783, 0.0541143, 10.0243
10.42, 4.98837, 0.0540599, 10.0233
10.43, 4.98891, 0.0539843, 10.0222
10.44, 4.98945, 0.053888, 10.0211
10.45, 4.98999, 0.053771, 10.02
10.46, 4.99053, 0.0536337, 10.0189
10.47, 4.99106, 0.0534763, 10.0179
10.48, 4.99159, 0.0532991, 10.0168
10.49, 4.99212, 0.0531023, 10.0158
10.5, 4.99265, 0.0528863, 10.0147
10.51, 4.99318, 0.0526513, 10.0136
10.52, 4.9937, 0.0523976, 10.0126
10.53, 4.99423, 0.0521254, 10.0115
10.54, 4.99474, 0.0518351, 10.0105
10.55, 4.99526, 0.051527, 10.0095
10.56, 4.99577, 0.0512014, 10.0085
10.57, 4.99628, 0.0508585, 10.0074
10.58, 4.99678, 0.0504988, 10.0064
10.59, 4.99729, 0.0501224, 10.0054
10.6, 4.99778, 0.0497297, 10.0044
10.61, 4.99828, 0.0493211, 10.0034
10.62, 4.99877, 0.0488968, 10.0025
10.63, 4.99925, 0.0484572, 10.0015
10.64, 4.99973, 0.0480027, 10.0005
10.65, 5.00021, 0.0475334, 9.99959
10.66, 5.00068, 0.0470499, 9.99865
10.67, 5.00114, 0.0465523, 9.99772
10.68, 5.0016, 0.0460412, 9.9968
10.69, 5.00206, 0.0455167, 9.99589
10.7, 5.00251, 0.0449792, 9.99499
10.71, 5.00295, 0.0444292, 9.9941
10.72, 5.00339, 0.0438668, 9.99322
10.73, 5.00382, 0.0432926, 9.99235
10.74, 5.00425, 0.0427067, 9.9915
10.75, 5.00467, 0.0421097, 9.99066
10.76, 5.00509, 0.0415017, 9.98983
10.77, 5.00549, 0.0408833, 9.98901
10.78, 5.0059, 0.0402547, 9.98821
10.79, 5.00629, 0.0396162, 9.98741
10.8, 5.00668, 0.0389683, 9.98663
10.81, 5.00707, 0.0383113, 9.98587
10.82, 5.00744, 0.0376456, 9.98511
10.83, 5.00781, 0.0369714, 9.98438
10.84, 5.00818, 0.0362892, 9.98365
10.85, 5.00853, 0.0355993, 9.98294
10.86, 5.00888, 0.034902, 9.98224
10.87, 5.00922, 0.0341978, 9.98156
10.88, 5.00956, 0.0334869, 9.98089
10.89, 5.00988, 0.0327698, 9.98023
10.9, 5.01021, 0.0320467, 9.97959
10.91, 5.01052, 0.031318, 9.97896
10.92, 5.01082, 0.0305841, 9.97835
10.93, 5.01112, 0.0298453, 9.97775
10.94, 5.01141, 0.0291019, 9.97717
10.95, 5.0117, 0.0283543, 9.97661
10.96, 5.01197, 0.0276029, 9.97605
10.97, 5.01224, 0.0268479, 9.97552
10.98, 5.0125, 0.0260898, 9.97499
10.99, 5.01276, 0.0253288, 9.97449
11, 5.013, 0.0245652, 9.974
11.01, 5.01324, 0.0237995, 9.97352
11.02, 5.01347, 0.0230319, 9.97306
11.03, 5.01369, 0.0222628, 9.97261
11.04, 5.01391, 0.0214925, 9.97218
11.05, 5.01411, 0.0207213, 9.97177
11.06, 5.01431, 0.0199495, 9.97137
11.07, 5.01451, 0.0191774, 9.97099
11.08, 5.01469, 0.0184054, 9.97062
11.09, 5.01487, 0.0176337, 9.97027
11.1, 5.01504, 0.0168627, 9.96993
11.11, 5.0152, 0.0160927, 9.96961
11.12, 5.01535, 0.0153239, 9.9693
11.13, 5.01549, 0.0145567, 9.96901
11.14, 5.01563, 0.0137914, 9.96873
11.15, 5.01576, 0.0130281, 9.96847
11.16, 5.01589, 0.0122673, 9.96823
11.17, 5.016, 0.0115092, 9.968
11.18, 5.01611, 0.0107541, 9.96778
11.19, 5.01621, 0.0100022, 9.96758
11.2, 5.0163, 0.00925388, 9.9674
11.21, 5.01639, 0.00850931, 9.96723
11.22, 5.01646, 0.00776878, 9.96707
11.23, 5.01653, 0.00703254, 9.96693
11.24, 5.0166, 0.00630086, 9.96681
11.25, 5.01665, 0.00557397, 9.96669
11.26, 5.0167, 0.00485212, 9.9666
11.27, 5.01674, 0.00413555, 9.96651
11.28, 5.01678, 0.00342449, 9.96645
11.29, 5.0168, 0.00271917, 9.96639
11.3, 5.01682, 0.00201982, 9.96635
11.31, 5.01684, 0.00132665, 9.96633
11.32, 5.01684, 0.000639888, 9.96631
11.33, 5.01684, -4.0267e-05, 9.96631
11.34, 5.01684, -0.000713604, 9.96633
11.35, 5.01682, -0.00137992, 9.96635
11.36, 5.0168, -0.00203902, 9.9664
11.37, 5.01678, -0.00269072, 9.96645
11.38, 5.01674, -0.00333482, 9.96652
11.39, 5.0167, -0.00397115, 9.9666
11.4, 5.01666, -0.00459953, 9.96669
11.41, 5.0166, -0.00521978, 9.96679
11.42, 5.01655, -0.00583174, 9.96691
11.43, 5.01648, -0.00643525, 9.96704
11.44, 5.01641, -0.00703015, 9.96718
11.45, 5.01633, -0.00761629, 9.96733
11.46, 5.01625, -0.00819353, 9.96749
11.47, 5.01617, -0.00876171, 9.96767
11.48, 5.01607, -0.0093207, 9.96786
11.49, 5.01597, -0.00987038, 9.96805
11.5, 5.01587, -0.0104106, 9.96826
11.51, 5.01576, -0.0109413, 9.96848
11.52, 5.01565, -0.0114623, 9.96871
11.53, 5.01553, -0.0119735, 9.96895
11.54, 5.0154, -0.0124747, 9.9692
11.55, 5.01527, -0.012966, 9.96946
11.56, 5.01514, -0.0134472, 9.96973
11.57, 5.015, -0.0139182, 9.97001
11.58, 5.01485, -0.0143789, 9.97029
11.59, 5.01471, -0.0148293, 9.97059
11.6, 5.01455, -0.0152692, 9.97089
11.61, 5.0144, -0.0156986, 9.97121
11.62, 5.01423, -0.0161175, 9.97153
11.63, 5.01407, -0.0165257, 9.97186
11.64, 5.0139, -0.0169232, 9.9722
11.65, 5.01373, -0.0173099, 9.97255
11.66, 5.01355, -0.0176859, 9.9729
11.67, 5.01337, -0.0180511, 9.97326
11.68, 5.01319, -0.0184053, 9.97363
11.69, 5.013, -0.0187487, 9.974
11.7, 5.01281, -0.0190811, 9.97439
11.71, 5.01261, -0.0194026, 9.97477
11.72, 5.01242, -0.0197131, 9.97517
11.73, 5.01222, -0.0200126, 9.97557
11.74, 5.01201, -0.0203011, 9.97597
11.75, 5.01181, -0.0205787, 9.97639
