========================================
Experiment: PD Controller + Spring Mass Damper
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 20.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0
Kd : 2.0

Plant
-----
Mass : 1.0 kg
Spring Constant : 2.0
Damping Coefficient : 1.0

Observed Results
----------------
- Position converges to the target.
- The position settled at 5.0 m instead of the 10.0 m target
- Maximum observed position: 5.00
- A steady-state error of  5.0 m remained.
- PD control is not effective for removing steady-state error for spring mass damper

Explanation
-----------
At equilibrium, the velocity and acceleration become zero. The controller output (Kp × error) balances the spring restoring force (k × x). Since this balance occurs before the target position is reached, the error remains non-zero, resulting in a steady-state error.

Logs
----
time,position,velocity,controller_output
5.28, 4.99759, 0.00313571, 9.99854
5.29, 4.99763, 0.00313788, 9.99847
5.3, 4.99766, 0.00313874, 9.99841
5.31, 4.99769, 0.00313831, 9.99835
5.32, 4.99772, 0.00313664, 9.99829
5.33, 4.99775, 0.00313377, 9.99823
5.34, 4.99778, 0.00312973, 9.99818
5.35, 4.99781, 0.00312456, 9.99812
5.36, 4.99784, 0.00311829, 9.99807
5.37, 4.99788, 0.00311096, 9.99803
5.38, 4.99791, 0.00310261, 9.99798
5.39, 4.99794, 0.00309327, 9.99794
5.4, 4.99797, 0.00308297, 9.9979
5.41, 4.998, 0.00307175, 9.99786
5.42, 4.99803, 0.00305964, 9.99782
5.43, 4.99806, 0.00304666, 9.99779
5.44, 4.99809, 0.00303286, 9.99775
5.45, 4.99812, 0.00301826, 9.99772
5.46, 4.99815, 0.00300288, 9.99769
5.47, 4.99818, 0.00298677, 9.99767
5.48, 4.99821, 0.00296995, 9.99764
5.49, 4.99824, 0.00295244, 9.99762
5.5, 4.99827, 0.00293428, 9.99759
5.51, 4.9983, 0.00291549, 9.99757
5.52, 4.99833, 0.00289609, 9.99755
5.53, 4.99836, 0.00287612, 9.99754
5.54, 4.99838, 0.0028556, 9.99752
5.55, 4.99841, 0.00283455, 9.99751
5.56, 4.99844, 0.002813, 9.99749
5.57, 4.99847, 0.00279097, 9.99748
5.58, 4.9985, 0.00276848, 9.99747
5.59, 4.99852, 0.00274557, 9.99746
5.6, 4.99855, 0.00272224, 9.99745
5.61, 4.99858, 0.00269852, 9.99745
5.62, 4.9986, 0.00267443, 9.99744
5.63, 4.99863, 0.00265, 9.99744
5.64, 4.99866, 0.00262524, 9.99743
5.65, 4.99868, 0.00260018, 9.99743
5.66, 4.99871, 0.00257482, 9.99743
5.67, 4.99873, 0.0025492, 9.99743
5.68, 4.99876, 0.00252332, 9.99743
5.69, 4.99879, 0.00249721, 9.99744
5.7, 4.99881, 0.00247089, 9.99744
5.71, 4.99883, 0.00244437, 9.99744
5.72, 4.99886, 0.00241766, 9.99745
5.73, 4.99888, 0.00239079, 9.99745
5.74, 4.99891, 0.00236377, 9.99746
5.75, 4.99893, 0.00233661, 9.99747
5.76, 4.99895, 0.00230934, 9.99748
5.77, 4.99898, 0.00228196, 9.99749
5.78, 4.999, 0.00225448, 9.9975
5.79, 4.99902, 0.00222693, 9.99751
5.8, 4.99904, 0.00219932, 9.99752
5.81, 4.99906, 0.00217165, 9.99753
5.82, 4.99909, 0.00214395, 9.99754
5.83, 4.99911, 0.00211622, 9.99755
5.84, 4.99913, 0.00208847, 9.99757
5.85, 4.99915, 0.00206072, 9.99758
5.86, 4.99917, 0.00203298, 9.9976
5.87, 4.99919, 0.00200526, 9.99761
5.88, 4.99921, 0.00197757, 9.99763
5.89, 4.99923, 0.00194992, 9.99764
5.9, 4.99925, 0.00192232, 9.99766
5.91, 4.99927, 0.00189477, 9.99768
5.92, 4.99928, 0.0018673, 9.9977
5.93, 4.9993, 0.0018399, 9.99771
5.94, 4.99932, 0.00181259, 9.99773
5.95, 4.99934, 0.00178537, 9.99775
5.96, 4.99936, 0.00175826, 9.99777
5.97, 4.99937, 0.00173125, 9.99779
5.98, 4.99939, 0.00170437, 9.99781
5.99, 4.99941, 0.0016776, 9.99783
6, 4.99942, 0.00165097, 9.99785
6.01, 4.99944, 0.00162448, 9.99787
6.02, 4.99946, 0.00159813, 9.99789
6.03, 4.99947, 0.00157194, 9.99791
6.04, 4.99949, 0.0015459, 9.99793
6.05, 4.9995, 0.00152002, 9.99795
6.06, 4.99952, 0.00149432, 9.99798
6.07, 4.99953, 0.00146878, 9.998
6.08, 4.99955, 0.00144343, 9.99802
6.09, 4.99956, 0.00141825, 9.99804
6.1, 4.99957, 0.00139327, 9.99806
6.11, 4.99959, 0.00136848, 9.99809
6.12, 4.9996, 0.00134388, 9.99811
6.13, 4.99962, 0.00131949, 9.99813
6.14, 4.99963, 0.00129529, 9.99815
6.15, 4.99964, 0.00127131, 9.99818
6.16, 4.99965, 0.00124754, 9.9982
6.17, 4.99967, 0.00122398, 9.99822
6.18, 4.99968, 0.00120064, 9.99824
6.19, 4.99969, 0.00117752, 9.99827
6.2, 4.9997, 0.00115462, 9.99829
6.21, 4.99971, 0.00113194, 9.99831
6.22, 4.99972, 0.0011095, 9.99833
6.23, 4.99973, 0.00108728, 9.99836
6.24, 4.99974, 0.0010653, 9.99838
6.25, 4.99976, 0.00104354, 9.9984
6.26, 4.99977, 0.00102203, 9.99842
6.27, 4.99978, 0.00100075, 9.99845
6.28, 4.99979, 0.000979706, 9.99847
6.29, 4.99979, 0.000958903, 9.99849
6.3, 4.9998, 0.000938341, 9.99851
6.31, 4.99981, 0.000918021, 9.99854
6.32, 4.99982, 0.000897943, 9.99856
6.33, 4.99983, 0.000878108, 9.99858
6.34, 4.99984, 0.000858517, 9.9986
6.35, 4.99985, 0.00083917, 9.99863
6.36, 4.99986, 0.000820068, 9.99865
6.37, 4.99986, 0.000801212, 9.99867
6.38, 4.99987, 0.0007826, 9.99869
6.39, 4.99988, 0.000764233, 9.99871
6.4, 4.99989, 0.000746112, 9.99873
6.41, 4.99989, 0.000728237, 9.99875
6.42, 4.9999, 0.000710606, 9.99878
6.43, 4.99991, 0.000693219, 9.9988
6.44, 4.99992, 0.000676077, 9.99882
6.45, 4.99992, 0.000659179, 9.99884
6.46, 4.99993, 0.000642524, 9.99886
6.47, 4.99993, 0.000626112, 9.99888
6.48, 4.99994, 0.000609942, 9.9989
6.49, 4.99995, 0.000594013, 9.99892
6.5, 4.99995, 0.000578324, 9.99894
6.51, 4.99996, 0.000562874, 9.99896
6.52, 4.99996, 0.000547663, 9.99898
6.53, 4.99997, 0.000532689, 9.999
6.54, 4.99997, 0.000517951, 9.99902
6.55, 4.99998, 0.000503449, 9.99903
6.56, 4.99998, 0.00048918, 9.99905
6.57, 4.99999, 0.000475143, 9.99907
6.58, 4.99999, 0.000461337, 9.99909
6.59, 5, 0.000447761, 9.99911
6.6, 5, 0.000434413, 9.99913
6.61, 5.00001, 0.000421292, 9.99914
6.62, 5.00001, 0.000408396, 9.99916
6.63, 5.00001, 0.000395723, 9.99918
6.64, 5.00002, 0.000383273, 9.9992
6.65, 5.00002, 0.000371042, 9.99921
6.66, 5.00003, 0.00035903, 9.99923
6.67, 5.00003, 0.000347235, 9.99925
6.68, 5.00003, 0.000335655, 9.99926
6.69, 5.00004, 0.000324288, 9.99928
6.7, 5.00004, 0.000313132, 9.9993
6.71, 5.00004, 0.000302185, 9.99931
6.72, 5.00004, 0.000291447, 9.99933
6.73, 5.00005, 0.000280913, 9.99934
6.74, 5.00005, 0.000270584, 9.99936
6.75, 5.00005, 0.000260456, 9.99937
6.76, 5.00006, 0.000250527, 9.99939
6.77, 5.00006, 0.000240797, 9.9994
6.78, 5.00006, 0.000231262, 9.99942
6.79, 5.00006, 0.00022192, 9.99943
6.8, 5.00006, 0.00021277, 9.99945
6.81, 5.00007, 0.000203809, 9.99946
6.82, 5.00007, 0.000195036, 9.99947
6.83, 5.00007, 0.000186448, 9.99949
6.84, 5.00007, 0.000178043, 9.9995
6.85, 5.00007, 0.000169818, 9.99951
6.86, 5.00008, 0.000161773, 9.99953
6.87, 5.00008, 0.000153904, 9.99954
6.88, 5.00008, 0.00014621, 9.99955
6.89, 5.00008, 0.000138688, 9.99956
6.9, 5.00008, 0.000131336, 9.99958
6.91, 5.00008, 0.000124153, 9.99959
6.92, 5.00008, 0.000117135, 9.9996
6.93, 5.00008, 0.000110281, 9.99961
6.94, 5.00009, 0.000103588, 9.99962
6.95, 5.00009, 9.70547e-05, 9.99963
6.96, 5.00009, 9.06786e-05, 9.99964
6.97, 5.00009, 8.44575e-05, 9.99965
6.98, 5.00009, 7.83892e-05, 9.99966
6.99, 5.00009, 7.24716e-05, 9.99968
7, 5.00009, 6.67026e-05, 9.99969
7.01, 5.00009, 6.108e-05, 9.9997
7.02, 5.00009, 5.56016e-05, 9.99971
7.03, 5.00009, 5.02653e-05, 9.99972
7.04, 5.00009, 4.5069e-05, 9.99972
7.05, 5.00009, 4.00105e-05, 9.99973
7.06, 5.00009, 3.50878e-05, 9.99974
7.07, 5.00009, 3.02988e-05, 9.99975
7.08, 5.00009, 2.56413e-05, 9.99976
7.09, 5.00009, 2.11133e-05, 9.99977
7.1, 5.00009, 1.67126e-05, 9.99978
7.11, 5.00009, 1.24373e-05, 9.99979
7.12, 5.00009, 8.28532e-06, 9.99979
7.13, 5.00009, 4.25455e-06, 9.9998
7.14, 5.00009, 3.43001e-07, 9.99981
7.15, 5.00009, -3.45134e-06, 9.99982
7.16, 5.00009, -7.13046e-06, 9.99983
7.17, 5.00009, -1.06964e-05, 9.99983
7.18, 5.00009, -1.4151e-05, 9.99984
7.19, 5.00009, -1.74964e-05, 9.99985
7.2, 5.00009, -2.07343e-05, 9.99985
7.21, 5.00009, -2.38669e-05, 9.99986
7.22, 5.00009, -2.68959e-05, 9.99987
7.23, 5.00009, -2.98233e-05, 9.99987
7.24, 5.00009, -3.2651e-05, 9.99988
7.25, 5.00009, -3.53807e-05, 9.99989
7.26, 5.00009, -3.80145e-05, 9.99989
7.27, 5.00009, -4.05539e-05, 9.9999
7.28, 5.00009, -4.3001e-05, 9.9999
7.29, 5.00009, -4.53575e-05, 9.99991
7.3, 5.00009, -4.76252e-05, 9.99991
7.31, 5.00009, -4.98057e-05, 9.99992
7.32, 5.00009, -5.19009e-05, 9.99993
7.33, 5.00009, -5.39125e-05, 9.99993
7.34, 5.00009, -5.58422e-05, 9.99994
7.35, 5.00009, -5.76917e-05, 9.99994
7.36, 5.00009, -5.94626e-05, 9.99995
7.37, 5.00009, -6.11566e-05, 9.99995
7.38, 5.00009, -6.27753e-05, 9.99995
7.39, 5.00009, -6.43203e-05, 9.99996
7.4, 5.00008, -6.57933e-05, 9.99996
7.41, 5.00008, -6.71958e-05, 9.99997
7.42, 5.00008, -6.85293e-05, 9.99997
7.43, 5.00008, -6.97953e-05, 9.99997
7.44, 5.00008, -7.09955e-05, 9.99998
7.45, 5.00008, -7.21313e-05, 9.99998
7.46, 5.00008, -7.32042e-05, 9.99999
7.47, 5.00008, -7.42155e-05, 9.99999
7.48, 5.00008, -7.51669e-05, 9.99999
7.49, 5.00008, -7.60596e-05, 10
7.5, 5.00008, -7.68952e-05, 10
7.51, 5.00008, -7.76749e-05, 10
7.52, 5.00008, -7.84002e-05, 10
7.53, 5.00007, -7.90723e-05, 10
7.54, 5.00007, -7.96927e-05, 10
7.55, 5.00007, -8.02625e-05, 10
7.56, 5.00007, -8.07832e-05, 10
7.57, 5.00007, -8.12559e-05, 10
7.58, 5.00007, -8.16819e-05, 10
7.59, 5.00007, -8.20625e-05, 10
7.6, 5.00007, -8.23989e-05, 10
7.61, 5.00007, -8.26922e-05, 10
7.62, 5.00007, -8.29436e-05, 10
7.63, 5.00007, -8.31543e-05, 10
7.64, 5.00007, -8.33254e-05, 10
7.65, 5.00006, -8.34581e-05, 10
7.66, 5.00006, -8.35534e-05, 10
7.67, 5.00006, -8.36124e-05, 10
7.68, 5.00006, -8.36362e-05, 10
7.69, 5.00006, -8.36258e-05, 10
7.7, 5.00006, -8.35823e-05, 10
7.71, 5.00006, -8.35066e-05, 10
7.72, 5.00006, -8.33999e-05, 10
7.73, 5.00006, -8.32629e-05, 10
7.74, 5.00006, -8.30968e-05, 10.0001
7.75, 5.00006, -8.29024e-05, 10.0001
7.76, 5.00006, -8.26807e-05, 10.0001
7.77, 5.00005, -8.24326e-05, 10.0001
7.78, 5.00005, -8.21589e-05, 10.0001
7.79, 5.00005, -8.18606e-05, 10.0001
7.8, 5.00005, -8.15385e-05, 10.0001
7.81, 5.00005, -8.11934e-05, 10.0001
7.82, 5.00005, -8.08262e-05, 10.0001
7.83, 5.00005, -8.04377e-05, 10.0001
7.84, 5.00005, -8.00287e-05, 10.0001
7.85, 5.00005, -7.96e-05, 10.0001
7.86, 5.00005, -7.91522e-05, 10.0001
7.87, 5.00005, -7.86862e-05, 10.0001
7.88, 5.00005, -7.82028e-05, 10.0001
7.89, 5.00005, -7.77025e-05, 10.0001
7.9, 5.00004, -7.71862e-05, 10.0001
7.91, 5.00004, -7.66545e-05, 10.0001
7.92, 5.00004, -7.61081e-05, 10.0001
7.93, 5.00004, -7.55476e-05, 10.0001
7.94, 5.00004, -7.49738e-05, 10.0001
7.95, 5.00004, -7.43871e-05, 10.0001
7.96, 5.00004, -7.37883e-05, 10.0001
7.97, 5.00004, -7.3178e-05, 10.0001
7.98, 5.00004, -7.25567e-05, 10.0001
7.99, 5.00004, -7.1925e-05, 10.0001
8, 5.00004, -7.12835e-05, 10.0001
8.01, 5.00004, -7.06327e-05, 10.0001
8.02, 5.00004, -6.99732e-05, 10.0001
8.03, 5.00004, -6.93055e-05, 10.0001
8.04, 5.00003, -6.86301e-05, 10.0001
8.05, 5.00003, -6.79475e-05, 10.0001
8.06, 5.00003, -6.72582e-05, 10.0001
8.07, 5.00003, -6.65627e-05, 10.0001
8.08, 5.00003, -6.58614e-05, 10.0001
8.09, 5.00003, -6.51548e-05, 10.0001
8.1, 5.00003, -6.44434e-05, 10.0001
8.11, 5.00003, -6.37275e-05, 10.0001
8.12, 5.00003, -6.30076e-05, 10.0001
8.13, 5.00003, -6.22841e-05, 10.0001
8.14, 5.00003, -6.15574e-05, 10.0001
8.15, 5.00003, -6.08278e-05, 10.0001
8.16, 5.00003, -6.00958e-05, 10.0001
8.17, 5.00003, -5.93618e-05, 10.0001
8.18, 5.00003, -5.8626e-05, 10.0001
8.19, 5.00002, -5.78888e-05, 10.0001
8.2, 5.00002, -5.71506e-05, 10.0001
8.21, 5.00002, -5.64117e-05, 10.0001
8.22, 5.00002, -5.56724e-05, 10.0001
8.23, 5.00002, -5.4933e-05, 10.0001
8.24, 5.00002, -5.41938e-05, 10.0001
8.25, 5.00002, -5.34551e-05, 10.0001
8.26, 5.00002, -5.27172e-05, 10.0001
8.27, 5.00002, -5.19804e-05, 10.0001
8.28, 5.00002, -5.12448e-05, 10.0001
8.29, 5.00002, -5.05108e-05, 10.0001
8.3, 5.00002, -4.97787e-05, 10.0001
8.31, 5.00002, -4.90485e-05, 10.0001
8.32, 5.00002, -4.83207e-05, 10.0001
8.33, 5.00002, -4.75954e-05, 10.0001
8.34, 5.00002, -4.68728e-05, 10.0001
8.35, 5.00002, -4.61531e-05, 10.0001
8.36, 5.00002, -4.54366e-05, 10.0001
8.37, 5.00002, -4.47234e-05, 10.0001
8.38, 5.00002, -4.40136e-05, 10.0001
8.39, 5.00001, -4.33076e-05, 10.0001
8.4, 5.00001, -4.26054e-05, 10.0001
8.41, 5.00001, -4.19073e-05, 10.0001
8.42, 5.00001, -4.12133e-05, 10.0001
8.43, 5.00001, -4.05237e-05, 10.0001
8.44, 5.00001, -3.98386e-05, 10.0001
8.45, 5.00001, -3.9158e-05, 10.0001
8.46, 5.00001, -3.84822e-05, 10.0001
8.47, 5.00001, -3.78113e-05, 10.0001
8.48, 5.00001, -3.71454e-05, 10.0001
8.49, 5.00001, -3.64847e-05, 10.0001
8.5, 5.00001, -3.58291e-05, 10.0001
8.51, 5.00001, -3.51789e-05, 10
8.52, 5.00001, -3.45341e-05, 10
8.53, 5.00001, -3.38949e-05, 10
8.54, 5.00001, -3.32612e-05, 10
8.55, 5.00001, -3.26333e-05, 10
8.56, 5.00001, -3.20112e-05, 10
8.57, 5.00001, -3.13949e-05, 10
8.58, 5.00001, -3.07845e-05, 10
8.59, 5.00001, -3.01802e-05, 10
8.6, 5.00001, -2.95819e-05, 10
8.61, 5.00001, -2.89897e-05, 10
8.62, 5.00001, -2.84037e-05, 10
8.63, 5.00001, -2.78239e-05, 10
8.64, 5.00001, -2.72504e-05, 10
8.65, 5.00001, -2.66832e-05, 10
8.66, 5.00001, -2.61223e-05, 10
8.67, 5.00001, -2.55678e-05, 10
8.68, 5.00001, -2.50197e-05, 10
8.69, 5, -2.4478e-05, 10
8.7, 5, -2.39428e-05, 10
8.71, 5, -2.34141e-05, 10
8.72, 5, -2.28919e-05, 10
8.73, 5, -2.23762e-05, 10
8.74, 5, -2.1867e-05, 10
8.75, 5, -2.13643e-05, 10
8.76, 5, -2.08682e-05, 10
8.77, 5, -2.03786e-05, 10
8.78, 5, -1.98955e-05, 10
8.79, 5, -1.9419e-05, 10
8.8, 5, -1.8949e-05, 10
8.81, 5, -1.84855e-05, 10
8.82, 5, -1.80286e-05, 10
8.83, 5, -1.75781e-05, 10
8.84, 5, -1.71341e-05, 10
8.85, 5, -1.66966e-05, 10
8.86, 5, -1.62655e-05, 10
8.87, 5, -1.58409e-05, 10
8.88, 5, -1.54226e-05, 10
8.89, 5, -1.50108e-05, 10
8.9, 5, -1.46053e-05, 10
8.91, 5, -1.42061e-05, 10
8.92, 5, -1.38132e-05, 10
8.93, 5, -1.34265e-05, 10
8.94, 5, -1.30461e-05, 10
8.95, 5, -1.26719e-05, 10
8.96, 5, -1.23039e-05, 10
8.97, 5, -1.19419e-05, 10
8.98, 5, -1.15861e-05, 10
8.99, 5, -1.12363e-05, 10
9, 5, -1.08924e-05, 10
9.01, 5, -1.05546e-05, 10
9.02, 5, -1.02226e-05, 10
9.03, 5, -9.89657e-06, 10
9.04, 5, -9.57632e-06, 10
9.05, 5, -9.26185e-06, 10
9.06, 5, -8.95311e-06, 10
9.07, 5, -8.65004e-06, 10
9.08, 5, -8.35261e-06, 10
9.09, 5, -8.06077e-06, 10
9.1, 5, -7.77445e-06, 10
9.11, 5, -7.49361e-06, 10
9.12, 5, -7.2182e-06, 10
9.13, 5, -6.94817e-06, 10
9.14, 5, -6.68346e-06, 10
9.15, 5, -6.42401e-06, 10
9.16, 5, -6.16978e-06, 10
9.17, 5, -5.92071e-06, 10
9.18, 5, -5.67674e-06, 10
9.19, 5, -5.43782e-06, 10
9.2, 5, -5.20389e-06, 10
9.21, 5, -4.9749e-06, 10
9.22, 5, -4.75079e-06, 10
9.23, 5, -4.5315e-06, 10
9.24, 5, -4.31698e-06, 10
9.25, 5, -4.10717e-06, 10
9.26, 5, -3.90201e-06, 10
9.27, 5, -3.70144e-06, 10
9.28, 5, -3.50541e-06, 10
9.29, 5, -3.31386e-06, 10
9.3, 5, -3.12673e-06, 10
9.31, 5, -2.94396e-06, 10
9.32, 5, -2.76549e-06, 10
9.33, 5, -2.59128e-06, 10
9.34, 5, -2.42125e-06, 10
9.35, 5, -2.25536e-06, 10
9.36, 5, -2.09354e-06, 10
9.37, 5, -1.93574e-06, 10
9.38, 5, -1.7819e-06, 10
9.39, 5, -1.63196e-06, 10
9.4, 5, -1.48587e-06, 10
9.41, 5, -1.34356e-06, 10
9.42, 5, -1.20499e-06, 10
9.43, 5, -1.07009e-06, 10
9.44, 5, -9.38814e-07, 10
9.45, 5, -8.11097e-07, 10
9.46, 5, -6.86888e-07, 10
9.47, 5, -5.6613e-07, 10
9.48, 5, -4.48769e-07, 10
9.49, 5, -3.34749e-07, 10
9.5, 5, -2.24015e-07, 10
9.51, 5, -1.16514e-07, 10
9.52, 5, -1.21919e-08, 10
9.53, 5, 8.90059e-08, 10
9.54, 5, 1.87132e-07, 10
9.55, 5, 2.8224e-07, 10
9.56, 5, 3.74381e-07, 10
9.57, 5, 4.63609e-07, 10
9.58, 5, 5.49974e-07, 10
9.59, 5, 6.33528e-07, 10
9.6, 5, 7.14322e-07, 10
9.61, 5, 7.92407e-07, 10
9.62, 5, 8.67832e-07, 10
9.63, 5, 9.40648e-07, 10
9.64, 5, 1.0109e-06, 10
9.65, 5, 1.07864e-06, 10
9.66, 5, 1.14392e-06, 10
9.67, 5, 1.20679e-06, 10
9.68, 5, 1.26728e-06, 10
9.69, 5, 1.32545e-06, 10
9.7, 5, 1.38135e-06, 10
9.71, 5, 1.43502e-06, 10
9.72, 5, 1.4865e-06, 10
9.73, 5, 1.53585e-06, 10
9.74, 5, 1.5831e-06, 10
9.75, 5, 1.6283e-06, 10
9.76, 5, 1.67149e-06, 10
9.77, 5, 1.71272e-06, 10
9.78, 5, 1.75202e-06, 10
9.79, 5, 1.78945e-06, 10
9.8, 5, 1.82503e-06, 10
9.81, 5, 1.85882e-06, 10
9.82, 5, 1.89086e-06, 10
9.83, 5, 1.92117e-06, 10
9.84, 5, 1.94981e-06, 10
9.85, 5, 1.97681e-06, 10
9.86, 5, 2.0022e-06, 10
9.87, 5, 2.02604e-06, 10
9.88, 5, 2.04835e-06, 10
9.89, 5, 2.06917e-06, 10
9.9, 5, 2.08853e-06, 10
9.91, 5, 2.10649e-06, 10
9.92, 5, 2.12306e-06, 10
9.93, 5, 2.13828e-06, 10
9.94, 5, 2.15219e-06, 10
9.95, 5, 2.16483e-06, 10
9.96, 5, 2.17622e-06, 10
9.97, 5, 2.18639e-06, 10
9.98, 5, 2.19539e-06, 10
9.99, 5, 2.20324e-06, 10
10, 5, 2.20997e-06, 10
10.01, 5, 2.21562e-06, 10
10.02, 5, 2.22021e-06, 10
10.03, 5, 2.22377e-06, 10
10.04, 5, 2.22634e-06, 10
10.05, 5, 2.22794e-06, 10
10.06, 5, 2.2286e-06, 10
10.07, 5, 2.22835e-06, 10
10.08, 5, 2.22722e-06, 10
10.09, 5, 2.22523e-06, 10
10.1, 5, 2.22241e-06, 10
10.11, 5, 2.21878e-06, 10
10.12, 5, 2.21438e-06, 10
10.13, 5, 2.20922e-06, 10
10.14, 5, 2.20334e-06, 10
10.15, 5, 2.19674e-06, 10
10.16, 5, 2.18947e-06, 10
10.17, 5, 2.18154e-06, 10
10.18, 5, 2.17298e-06, 10
10.19, 5, 2.1638e-06, 10
10.2, 5, 2.15403e-06, 10
10.21, 5, 2.1437e-06, 10
10.22, 5, 2.13282e-06, 10
10.23, 5, 2.12141e-06, 10
10.24, 5, 2.10949e-06, 10
10.25, 5, 2.09709e-06, 10
10.26, 5, 2.08422e-06, 10
10.27, 5, 2.0709e-06, 10
10.28, 5, 2.05716e-06, 10
10.29, 5, 2.043e-06, 10
10.3, 5, 2.02845e-06, 10
10.31, 5, 2.01353e-06, 10
10.32, 5, 1.99825e-06, 10
10.33, 5, 1.98262e-06, 10
10.34, 5, 1.96668e-06, 10
10.35, 5, 1.95042e-06, 10
10.36, 5, 1.93388e-06, 10
10.37, 5, 1.91705e-06, 10
10.38, 5, 1.89997e-06, 10
10.39, 5, 1.88263e-06, 10
10.4, 5, 1.86506e-06, 10
10.41, 5, 1.84728e-06, 10
10.42, 5, 1.82929e-06, 10
10.43, 5, 1.8111e-06, 10
10.44, 5, 1.79274e-06, 10
10.45, 5, 1.77421e-06, 10
10.46, 5, 1.75553e-06, 10
10.47, 5, 1.73671e-06, 10
10.48, 5, 1.71775e-06, 10
10.49, 5, 1.69868e-06, 10
10.5, 5, 1.6795e-06, 10
10.51, 5, 1.66023e-06, 10
10.52, 5, 1.64086e-06, 10
10.53, 5, 1.62143e-06, 10
10.54, 5, 1.60192e-06, 10
10.55, 5, 1.58236e-06, 10
10.56, 5, 1.56276e-06, 10
10.57, 5, 1.54312e-06, 10
10.58, 5, 1.52345e-06, 10
10.59, 5, 1.50376e-06, 10
10.6, 5, 1.48406e-06, 10
10.61, 5, 1.46436e-06, 10
10.62, 5, 1.44466e-06, 10
10.63, 5, 1.42498e-06, 10
10.64, 5, 1.40531e-06, 10
10.65, 5, 1.38568e-06, 10
10.66, 5, 1.36608e-06, 10
10.67, 5, 1.34652e-06, 10
10.68, 5, 1.32701e-06, 10
10.69, 5, 1.30755e-06, 10
10.7, 5, 1.28815e-06, 10
10.71, 5, 1.26882e-06, 10
10.72, 5, 1.24957e-06, 10
10.73, 5, 1.23039e-06, 10
10.74, 5, 1.21129e-06, 10
10.75, 5, 1.19228e-06, 10
10.76, 5, 1.17337e-06, 10
10.77, 5, 1.15455e-06, 10
10.78, 5, 1.13584e-06, 10
10.79, 5, 1.11723e-06, 10
10.8, 5, 1.09874e-06, 10
10.81, 5, 1.08036e-06, 10
10.82, 5, 1.0621e-06, 10
10.83, 5, 1.04396e-06, 10
10.84, 5, 1.02595e-06, 10
10.85, 5, 1.00807e-06, 10
10.86, 5, 9.9032e-07, 10
10.87, 5, 9.72709e-07, 10
10.88, 5, 9.55237e-07, 10
10.89, 5, 9.37906e-07, 10
10.9, 5, 9.20721e-07, 10
10.91, 5, 9.03683e-07, 10
10.92, 5, 8.86794e-07, 10
10.93, 5, 8.70058e-07, 10
10.94, 5, 8.53475e-07, 10
10.95, 5, 8.37049e-07, 10
10.96, 5, 8.2078e-07, 10
10.97, 5, 8.04672e-07, 10
10.98, 5, 7.88724e-07, 10
10.99, 5, 7.7294e-07, 10
11, 5, 7.5732e-07, 10
11.01, 5, 7.41866e-07, 10
11.02, 5, 7.26578e-07, 10
11.03, 5, 7.11459e-07, 10
11.04, 5, 6.96508e-07, 10
11.05, 5, 6.81728e-07, 10
11.06, 5, 6.67118e-07, 10
11.07, 5, 6.5268e-07, 10
11.08, 5, 6.38413e-07, 10
11.09, 5, 6.2432e-07, 10
11.1, 5, 6.10399e-07, 10
11.11, 5, 5.96652e-07, 10
11.12, 5, 5.83078e-07, 10
11.13, 5, 5.69679e-07, 10
11.14, 5, 5.56454e-07, 10
11.15, 5, 5.43403e-07, 10
11.16, 5, 5.30526e-07, 10
11.17, 5, 5.17823e-07, 10
11.18, 5, 5.05294e-07, 10
11.19, 5, 4.92939e-07, 10
11.2, 5, 4.80757e-07, 10
11.21, 5, 4.68749e-07, 10
11.22, 5, 4.56913e-07, 10
11.23, 5, 4.45249e-07, 10
11.24, 5, 4.33758e-07, 10
11.25, 5, 4.22437e-07, 10
11.26, 5, 4.11287e-07, 10
11.27, 5, 4.00308e-07, 10
11.28, 5, 3.89497e-07, 10
11.29, 5, 3.78855e-07, 10
11.3, 5, 3.68381e-07, 10
11.31, 5, 3.58073e-07, 10
11.32, 5, 3.47932e-07, 10
11.33, 5, 3.37956e-07, 10
11.34, 5, 3.28143e-07, 10
11.35, 5, 3.18494e-07, 10
11.36, 5, 3.09007e-07, 10
11.37, 5, 2.99681e-07, 10
11.38, 5, 2.90515e-07, 10
11.39, 5, 2.81508e-07, 10
11.4, 5, 2.72658e-07, 10
11.41, 5, 2.63965e-07, 10
11.42, 5, 2.55427e-07, 10
11.43, 5, 2.47042e-07, 10
11.44, 5, 2.38811e-07, 10
11.45, 5, 2.30731e-07, 10
11.46, 5, 2.22801e-07, 10
11.47, 5, 2.1502e-07, 10
11.48, 5, 2.07386e-07, 10
11.49, 5, 1.99899e-07, 10
11.5, 5, 1.92556e-07, 10
11.51, 5, 1.85356e-07, 10
11.52, 5, 1.78298e-07, 10
11.53, 5, 1.71381e-07, 10
11.54, 5, 1.64602e-07, 10
11.55, 5, 1.57961e-07, 10
11.56, 5, 1.51456e-07, 10
11.57, 5, 1.45086e-07, 10
11.58, 5, 1.38849e-07, 10
11.59, 5, 1.32743e-07, 10
11.6, 5, 1.26767e-07, 10
11.61, 5, 1.2092e-07, 10
11.62, 5, 1.152e-07, 10
