========================================
Experiment: PID Controller + Point Mass
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 30.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0
Ki : 1.0
Kd : 2.0

Plant
-----
Mass : 1.0 kg

Observed Results
----------------
- Position converges to the target.
- The steps become shorter and shorter
- Maximum observed position: 10
- PID control is very stabe for spring mass damper

Logs
----
time,position,velocity,controller_output
3.58, 13.5597, -1.82272, -1.44196
3.59, 13.5413, -1.83714, -1.41179
3.6, 13.5228, -1.85126, -1.38176
3.61, 13.5042, -1.86507, -1.35186
3.62, 13.4854, -1.87859, -1.32211
3.63, 13.4665, -1.89181, -1.2925
3.64, 13.4474, -1.90474, -1.26302
3.65, 13.4282, -1.91737, -1.2337
3.66, 13.409, -1.9297, -1.20452
3.67, 13.3895, -1.94175, -1.17549
3.68, 13.37, -1.9535, -1.14661
3.69, 13.3503, -1.96497, -1.11788
3.7, 13.3306, -1.97615, -1.08931
3.71, 13.3107, -1.98704, -1.06089
3.72, 13.2907, -1.99765, -1.03262
3.73, 13.2707, -2.00798, -1.00452
3.74, 13.2505, -2.01802, -0.976573
3.75, 13.2302, -2.02779, -0.948788
3.76, 13.2098, -2.03728, -0.921165
3.77, 13.1894, -2.04649, -0.893706
3.78, 13.1688, -2.05543, -0.866411
3.79, 13.1482, -2.06409, -0.839283
3.8, 13.1274, -2.07248, -0.812322
3.81, 13.1066, -2.08061, -0.78553
3.82, 13.0858, -2.08846, -0.758908
3.83, 13.0648, -2.09605, -0.732456
3.84, 13.0438, -2.10337, -0.706177
3.85, 13.0227, -2.11044, -0.680072
3.86, 13.0015, -2.11724, -0.65414
3.87, 12.9802, -2.12378, -0.628384
3.88, 12.9589, -2.13006, -0.602805
3.89, 12.9376, -2.13609, -0.577403
3.9, 12.9162, -2.14186, -0.552179
3.91, 12.8947, -2.14739, -0.527135
3.92, 12.8732, -2.15266, -0.502271
3.93, 12.8516, -2.15768, -0.477588
3.94, 12.83, -2.16246, -0.453086
3.95, 12.8083, -2.16699, -0.428768
3.96, 12.7866, -2.17127, -0.404633
3.97, 12.7648, -2.17532, -0.380682
3.98, 12.743, -2.17913, -0.356916
3.99, 12.7212, -2.1827, -0.333336
4, 12.6994, -2.18603, -0.309942
4.01, 12.6775, -2.18913, -0.286735
4.02, 12.6555, -2.192, -0.263716
4.03, 12.6336, -2.19463, -0.240885
4.04, 12.6116, -2.19704, -0.218243
4.05, 12.5896, -2.19923, -0.19579
4.06, 12.5676, -2.20118, -0.173526
4.07, 12.5456, -2.20292, -0.151453
4.08, 12.5235, -2.20443, -0.129571
4.09, 12.5015, -2.20573, -0.10788
4.1, 12.4794, -2.20681, -0.0863803
4.11, 12.4573, -2.20767, -0.0650727
4.12, 12.4353, -2.20832, -0.0439574
4.13, 12.4132, -2.20876, -0.0230347
4.14, 12.3911, -2.20899, -0.002305
4.15, 12.369, -2.20902, 0.0182315
4.16, 12.3469, -2.20883, 0.0385745
4.17, 12.3248, -2.20845, 0.0587238
4.18, 12.3027, -2.20786, 0.0786791
4.19, 12.2807, -2.20707, 0.0984403
4.2, 12.2586, -2.20609, 0.118007
4.21, 12.2366, -2.20491, 0.13738
4.22, 12.2145, -2.20353, 0.156557
4.23, 12.1925, -2.20197, 0.175541
4.24, 12.1705, -2.20021, 0.194329
4.25, 12.1485, -2.19827, 0.212923
4.26, 12.1266, -2.19614, 0.231322
4.27, 12.1046, -2.19383, 0.249525
