========================================
Experiment: PI Controller + Spring Mass Damper
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 50.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0
Ki : 1.0

Plant
-----
Mass : 1.0 kg
Spring Constant : 2.0
Damping Coefficient : 1.0

Observed Results
----------------
- Position converges to the target.
- The steps become shorter and shorter
- Maximum observed position: 9.99999
- PI control is stabe for spring mass damper

Logs
----
time,position,velocity,controller_output
1.35, 8.70167, 4.85086, 10.9459
1.36, 8.74905, 4.73778, 10.8636
1.37, 8.79529, 4.62406, 10.7832
1.38, 8.84039, 4.50974, 10.7046
1.39, 8.88434, 4.39488, 10.6279
1.4, 8.92713, 4.27953, 10.553
1.41, 8.96877, 4.16372, 10.48
1.42, 9.00925, 4.04751, 10.409
1.43, 9.04856, 3.93094, 10.3399
1.44, 9.0867, 3.81405, 10.2727
1.45, 9.12366, 3.69691, 10.2076
1.46, 9.15946, 3.57954, 10.1444
1.47, 9.19408, 3.462, 10.0832
1.48, 9.22752, 3.34433, 10.024
1.49, 9.25979, 3.22658, 9.96691
1.5, 9.29088, 3.10878, 9.91182
1.51, 9.32079, 2.991, 9.85879
1.52, 9.34952, 2.87326, 9.80783
1.53, 9.37708, 2.75562, 9.75895
1.54, 9.40346, 2.63811, 9.71215
1.55, 9.42866, 2.52078, 9.66745
1.56, 9.4527, 2.40367, 9.62485
1.57, 9.47557, 2.28683, 9.58436
1.58, 9.49727, 2.17029, 9.54598
1.59, 9.51781, 2.0541, 9.50972
1.6, 9.5372, 1.9383, 9.47558
1.61, 9.55543, 1.82293, 9.44357
1.62, 9.57251, 1.70803, 9.41368
1.63, 9.58844, 1.59364, 9.38593
1.64, 9.60324, 1.47979, 9.3603
1.65, 9.61691, 1.36653, 9.3368
1.66, 9.62944, 1.2539, 9.31543
1.67, 9.64086, 1.14192, 9.29618
1.68, 9.65117, 1.03065, 9.27905
1.69, 9.66037, 0.920109, 9.26405
1.7, 9.66848, 0.810341, 9.25116
1.71, 9.67549, 0.70138, 9.24037
1.72, 9.68142, 0.59326, 9.2317
1.73, 9.68628, 0.486016, 9.22511
1.74, 9.69008, 0.379681, 9.22062
1.75, 9.69282, 0.274289, 9.2182
1.76, 9.69452, 0.169872, 9.21786
1.77, 9.69518, 0.066461, 9.21958
1.78, 9.69483, -0.0359115, 9.22335
1.79, 9.69345, -0.137215, 9.22916
1.8, 9.69108, -0.237421, 9.237
1.81, 9.68771, -0.336498, 9.24685
1.82, 9.68337, -0.434419, 9.25871
1.83, 9.67806, -0.531155, 9.27255
1.84, 9.67179, -0.626679, 9.28836
1.85, 9.66458, -0.720965, 9.30614
1.86, 9.65644, -0.813985, 9.32585
1.87, 9.64738, -0.905716, 9.34749
1.88, 9.63742, -0.996131, 9.37104
1.89, 9.62657, -1.08521, 9.39648
1.9, 9.61484, -1.17292, 9.42379
1.91, 9.60225, -1.25925, 9.45295
1.92, 9.58881, -1.34418, 9.48395
1.93, 9.57453, -1.42767, 9.51676
1.94, 9.55943, -1.50972, 9.55136
1.95, 9.54353, -1.59029, 9.58773
1.96, 9.52684, -1.66938, 9.62585
1.97, 9.50937, -1.74697, 9.66569
1.98, 9.49114, -1.82303, 9.70724
1.99, 9.47216, -1.89755, 9.75047
2, 9.45246, -1.97051, 9.79536
2.01, 9.43204, -2.0419, 9.84187
2.02, 9.41092, -2.11171, 9.89
2.03, 9.38912, -2.17991, 9.9397
2.04, 9.36666, -2.24649, 9.99097
2.05, 9.34354, -2.31145, 10.0438
2.06, 9.31979, -2.37477, 10.0981
2.07, 9.29543, -2.43644, 10.1538
2.08, 9.27047, -2.49645, 10.2111
2.09, 9.24492, -2.55478, 10.2697
2.1, 9.2188, -2.61143, 10.3297
2.11, 9.19214, -2.6664, 10.3912
2.12, 9.16494, -2.71966, 10.4539
2.13, 9.13723, -2.77123, 10.5179
2.14, 9.10902, -2.82108, 10.5833
2.15, 9.08033, -2.86922, 10.6499
2.16, 9.05117, -2.91563, 10.7177
2.17, 9.02157, -2.96032, 10.7867
2.18, 8.99154, -3.00329, 10.8568
2.19, 8.96109, -3.04452, 10.9281
2.2, 8.93025, -3.08401, 11.0005
2.21, 8.89903, -3.12177, 11.0739
2.22, 8.86745, -3.1578, 11.1484
